case,activity,startTime,user,issue_type,request_type,priority,assignee,security,project,ma
Case01-2108,First assigned,2022-08-17 16:10:22.208,User_3,Query,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2108,Moved ticket,2022-08-17 16:04:35.953,User_2,Query,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2108,Moved ticket,2022-08-17 16:02:23.601,User_3,Query,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2108,Moved ticket,2022-08-17 15:44:10.346,User_3,Query,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2108,Closed,2022-08-18 10:02:10.713,User_213,Query,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2108,Waiting validation,2022-08-18 09:25:48.262,User_3,Query,ReqType_4,Low,Assignee_5,Security_13,Project_1,A
Case01-2108,Resolved,2022-08-18 09:25:46.318,User_14,Query,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2108,In Progress,2022-08-18 09:25:44.837,User_14,Query,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2108,Open,2022-08-17 14:57:26.466,User_213,Query,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2109,Change in request type,2022-08-17 16:05:38.687,User_149,Request,ReqType_1,Low,Assignee_1,Security_3,Project_1,A
Case01-2109,First assigned,2022-08-17 16:08:30.627,User_148,Request,ReqType_4,Low,Assignee_1,Security_2,Project_1,M
Case01-2109,Closed,2022-08-17 17:10:51.029,User_446,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2109,Waiting validation,2022-08-17 16:09:46.547,User_3,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,A
Case01-2109,Resolved,2022-08-17 16:09:44.499,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2109,In Progress,2022-08-17 16:08:28.674,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2109,Open,2022-08-17 16:05:36.029,User_3,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,A
Case01-211,Moved ticket,2022-04-13 11:32:07.006,User_2,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,M
Case01-211,First assigned,2022-04-13 12:00:46.518,User_2,Request,ReqType_1,Medium,Assignee_1,Security_3,Project_1,M
Case01-211,Closed,2022-05-19 09:30:02.233,User_15,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-211,Waiting validation,2022-05-09 10:54:25.177,User_3,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,A
Case01-211,Resolved,2022-05-09 10:54:22.895,User_14,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-211,In Progress,2022-05-09 09:15:33.207,User_3,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,A
Case01-211,Resolution Rejected,2022-05-09 09:15:31.413,User_15,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-211,Waiting validation,2022-05-06 16:33:28.257,User_3,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,A
Case01-211,Resolved,2022-05-06 16:33:26.368,User_14,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-211,In Progress,2022-05-06 16:33:24.342,User_14,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-211,Open,2022-05-06 16:33:21.740,User_14,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-211,Pending,2022-04-13 16:16:44.632,User_14,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-211,Open,2022-04-13 10:59:54.502,User_15,Request,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-2110,First assigned,2022-08-18 08:24:11.450,User_149,Incident,ReqType_1,Low,Assignee_1,Security_3,Project_1,M
Case01-2110,Change in person assigned,2022-08-18 08:24:21.500,User_3,Incident,ReqType_1,Low,Assignee_1,Security_3,Project_1,M
Case01-2110,Closed,2022-08-18 11:16:36.505,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2110,Waiting validation,2022-08-18 09:20:24.922,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2110,Resolved,2022-08-18 09:20:22.648,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2110,In Progress,2022-08-18 09:20:21.191,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2110,Pending supplier,2022-08-18 08:24:23.315,User_2,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2110,In Progress,2022-08-18 08:24:09.646,User_2,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2110,Open,2022-08-17 17:15:27.456,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2115,First assigned,2022-08-18 08:27:52.392,User_150,Request,ReqType_8,Low,Assignee_1,Security_3,Project_1,M
Case01-2115,Closed,2022-08-18 16:54:17.395,User_529,Request,ReqType_17,Low,Assignee_1,Security_3,Project_1,M
Case01-2115,Waiting validation,2022-08-18 16:27:05.319,User_3,Request,ReqType_17,Low,Assignee_1,Security_3,Project_1,A
Case01-2115,Resolved,2022-08-18 16:27:03.018,User_2,Request,ReqType_17,Low,Assignee_1,Security_3,Project_1,M
Case01-2115,In Progress,2022-08-18 16:16:27.960,User_530,Request,ReqType_17,Low,Assignee_1,Security_3,Project_1,M
Case01-2115,Waiting for approval,2022-08-18 08:27:51.442,User_2,Request,ReqType_17,Low,Assignee_1,Security_3,Project_1,M
Case01-2115,In Progress,2022-08-18 08:27:49.513,User_2,Request,ReqType_17,Low,Assignee_1,Security_3,Project_1,M
Case01-2115,Open,2022-08-17 18:06:41.782,User_529,Request,ReqType_17,Low,Assignee_1,Security_3,Project_1,M
Case01-212,First assigned,2022-04-13 11:53:40.987,User_2,Incident,ReqType_8,Medium,Assignee_1,Security_3,Project_1,M
Case01-212,Closed,2022-04-13 12:11:47.619,User_17,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-212,Waiting validation,2022-04-13 11:57:27.371,User_3,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,A
Case01-212,Resolved,2022-04-13 11:57:25.277,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-212,In Progress,2022-04-13 11:53:42.578,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-212,Open,2022-04-13 11:52:51.563,User_17,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-2122,First assigned,2022-08-18 09:04:03.222,User_2,Incident,ReqType_8,Low,Assignee_1,Security_3,Project_1,M
Case01-2122,Closed,2022-08-23 08:55:27.032,User_3,Incident,ReqType_10,Low,Assignee_1,Security_8,Project_1,A
Case01-2122,Waiting validation,2022-08-18 11:55:11.362,User_3,Incident,ReqType_10,Low,Assignee_1,Security_8,Project_1,A
Case01-2122,Resolved,2022-08-18 11:55:09.063,User_2,Incident,ReqType_10,Low,Assignee_1,Security_8,Project_1,M
Case01-2122,In Progress,2022-08-18 11:55:07.939,User_2,Incident,ReqType_10,Low,Assignee_1,Security_8,Project_1,M
Case01-2122,Under development,2022-08-18 09:11:37.693,User_2,Incident,ReqType_10,Low,Assignee_1,Security_8,Project_1,M
Case01-2122,In Progress,2022-08-18 09:11:36.351,User_2,Incident,ReqType_10,Low,Assignee_1,Security_8,Project_1,M
Case01-2122,Open,2022-08-18 08:52:14.650,User_312,Incident,ReqType_10,Low,Assignee_1,Security_8,Project_1,M
Case01-2123,Moved ticket,2022-08-18 08:25:49.899,User_151,Incident,ReqType_4,Low,Assignee_5,Security_7,Project_1,M
Case01-2123,First assigned,2022-08-18 09:26:17.918,User_9,Incident,ReqType_8,Low,Assignee_1,Security_3,Project_1,M
Case01-2123,Moved ticket,2022-08-18 09:12:29.327,User_3,Incident,ReqType_8,Low,Assignee_1,Security_3,Project_1,M
Case01-2123,Closed,2022-09-09 07:42:22.093,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2123,Waiting validation,2022-09-06 10:41:48.626,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2123,Resolved,2022-09-06 10:41:46.828,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2123,In Progress,2022-09-06 10:41:45.225,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2123,Waiting for user,2022-08-18 09:54:54.744,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2123,In Progress,2022-08-18 09:54:53.240,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2123,Open,2022-08-17 22:44:35.301,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2124,Change in request type,2022-08-23 08:40:18.082,User_2,Incident,ReqType_4,Low,Assignee_5,Security_7,Project_1,M
Case01-2124,First assigned,2022-08-23 08:40:05.730,User_29,Incident,ReqType_4,Low,Assignee_5,Security_7,Project_1,M
Case01-2124,Closed,2022-08-19 14:16:32.700,User_13,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,M
Case01-2124,Waiting validation,2022-08-18 10:07:04.474,User_3,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,A
Case01-2124,Resolved,2022-08-18 10:07:02.399,User_2,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,M
Case01-2124,In Progress,2022-08-18 10:07:00.747,User_2,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,M
Case01-2124,Open,2022-08-18 09:59:32.513,User_13,Incident,ReqType_19,Low,Assignee_1,Security_8,Project_1,M
Case01-2125,First assigned,2022-08-18 11:45:27.674,User_14,Incident,ReqType_4,Low,Assignee_5,Security_7,Project_1,M
Case01-2125,Closed,2022-08-18 12:57:46.306,User_531,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2125,Waiting validation,2022-08-18 11:50:29.265,User_3,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,A
Case01-2125,Resolved,2022-08-18 11:50:27.083,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2125,In Progress,2022-08-18 11:45:28.714,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2125,Open,2022-08-18 11:43:51.989,User_531,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2126,Moved ticket,2022-08-18 11:52:37.180,User_151,Query,ReqType_4,Low,Assignee_5,Security_7,Project_1,M
Case01-2126,Change in person assigned,2022-08-18 16:15:12.097,User_3,Query,ReqType_4,Low,Assignee_5,Security_7,Project_1,M
Case01-2126,First assigned,2022-08-18 11:58:59.397,User_14,Query,ReqType_4,Low,Assignee_5,Security_7,Project_1,M
Case01-2126,Closed,2022-08-23 13:15:38.349,User_3,Query,ReqType_4,Low,Assignee_1,Security_15,Project_1,A
Case01-2126,Waiting validation,2022-08-18 16:15:12.712,User_3,Query,ReqType_4,Low,Assignee_1,Security_15,Project_1,A
Case01-2126,Resolved,2022-08-18 16:15:10.705,User_2,Query,ReqType_4,Low,Assignee_1,Security_15,Project_1,M
Case01-2126,In Progress,2022-08-18 16:15:09.502,User_2,Query,ReqType_4,Low,Assignee_1,Security_15,Project_1,M
Case01-2126,Open,2022-08-18 11:46:54.456,User_175,Query,ReqType_4,Low,Assignee_1,Security_15,Project_1,M
Case01-2127,First assigned,2022-08-18 12:34:40.498,User_82,Incident,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-2127,Closed,2022-08-18 15:35:52.600,User_222,Incident,ReqType_10,Low,Assignee_1,Security_12,Project_1,M
Case01-2127,Waiting validation,2022-08-18 15:35:37.641,User_3,Incident,ReqType_10,Low,Assignee_1,Security_12,Project_1,A
Case01-2127,Resolved,2022-08-18 15:35:35.205,User_2,Incident,ReqType_10,Low,Assignee_1,Security_12,Project_1,M
Case01-2127,In Progress,2022-08-18 15:33:19.761,User_3,Incident,ReqType_10,Low,Assignee_1,Security_12,Project_1,A
Case01-2127,Escalated,2022-08-18 12:39:19.113,User_3,Incident,ReqType_10,Low,Assignee_1,Security_12,Project_1,A
Case01-2127,In Progress,2022-08-18 12:34:39.917,User_2,Incident,ReqType_10,Low,Assignee_1,Security_12,Project_1,M
Case01-2127,Open,2022-08-18 12:18:51.055,User_222,Incident,ReqType_10,Low,Assignee_1,Security_12,Project_1,M
Case01-2128,Change in request type,2022-08-18 13:58:58.912,User_82,Query,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-2128,Change in request type,2022-08-18 13:58:54.387,User_3,Query,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-2128,First assigned,2022-08-18 13:13:02.890,User_14,Query,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-2128,Moved ticket,2022-08-18 13:08:57.541,User_14,Query,ReqType_23,Low,Assignee_5,Security_3,Project_1,M
Case01-2128,Closed,2022-08-23 13:14:35.426,User_3,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,A
Case01-2128,Waiting validation,2022-08-18 16:13:47.201,User_3,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,A
Case01-2128,Resolved,2022-08-18 16:13:45.151,User_2,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,M
Case01-2128,In Progress,2022-08-18 16:11:24.055,User_3,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,A
Case01-2128,Waiting validation,2022-08-18 16:02:46.581,User_3,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,A
Case01-2128,Resolved,2022-08-18 16:02:44.233,User_2,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,M
Case01-2128,In Progress,2022-08-18 16:01:54.683,User_3,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,A
Case01-2128,Escalated,2022-08-18 13:58:52.271,User_3,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,A
Case01-2128,In Progress,2022-08-18 13:13:02.411,User_2,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,M
Case01-2128,Open,2022-08-18 12:12:41.997,User_532,Query,ReqType_40,Low,Assignee_1,Security_12,Project_1,M
Case01-2129,First assigned,2022-08-18 13:32:40.151,User_152,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-2129,Closed,2022-08-18 15:31:59.862,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2129,Waiting validation,2022-08-18 13:33:06.747,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2129,Resolved,2022-08-18 13:33:04.563,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2129,In Progress,2022-08-18 13:33:02.937,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2129,Open,2022-08-18 13:27:01.521,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-213,First assigned,2022-04-13 14:45:23.179,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_1,Project_1,M
Case01-213,Closed,2022-04-20 13:06:53.601,User_16,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-213,Waiting validation,2022-04-20 12:09:59.903,User_3,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,A
Case01-213,Resolved,2022-04-20 12:09:57.820,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-213,In Progress,2022-04-20 12:09:55.975,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-213,Waiting,2022-04-13 16:17:36.273,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-213,In Progress,2022-04-13 16:17:34.834,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-213,Open,2022-04-13 15:46:11.382,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-213,In Progress,2022-04-13 14:45:26.369,User_14,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-213,Open,2022-04-13 12:55:09.079,User_16,Incident,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-2130,First assigned,2022-08-18 14:51:32.311,User_14,Request,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-2130,Closed,2022-08-23 20:10:16.101,User_39,Request,ReqType_42,Low,Assignee_1,Security_13,Project_1,M
Case01-2130,Waiting validation,2022-08-23 19:32:01.146,User_3,Request,ReqType_42,Low,Assignee_1,Security_13,Project_1,A
Case01-2130,Resolved,2022-08-23 19:31:59.315,User_2,Request,ReqType_42,Low,Assignee_1,Security_13,Project_1,M
Case01-2130,In Progress,2022-08-23 17:56:23.041,User_3,Request,ReqType_42,Low,Assignee_1,Security_13,Project_1,A
Case01-2130,Waiting validation,2022-08-18 14:51:33.035,User_3,Request,ReqType_42,Low,Assignee_1,Security_13,Project_1,A
Case01-2130,Resolved,2022-08-18 14:51:30.974,User_2,Request,ReqType_42,Low,Assignee_1,Security_13,Project_1,M
Case01-2130,In Progress,2022-08-18 14:51:29.701,User_2,Request,ReqType_42,Low,Assignee_1,Security_13,Project_1,M
Case01-2130,Open,2022-08-18 14:10:18.525,User_39,Request,ReqType_42,Low,Assignee_1,Security_13,Project_1,M
Case01-2132,First assigned,2022-08-18 16:06:05.024,User_3,Request,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-2132,Closed,2022-08-24 07:02:40.817,User_3,Request,ReqType_1,Low,Assignee_1,Security_1,Project_1,A
Case01-2132,Waiting validation,2022-08-18 16:06:06.146,User_3,Request,ReqType_1,Low,Assignee_1,Security_1,Project_1,A
Case01-2132,Resolved,2022-08-18 16:06:04.084,User_2,Request,ReqType_1,Low,Assignee_1,Security_1,Project_1,M
Case01-2132,In Progress,2022-08-18 16:06:02.844,User_2,Request,ReqType_1,Low,Assignee_1,Security_1,Project_1,M
Case01-2132,Open,2022-08-18 16:03:18.404,User_232,Request,ReqType_1,Low,Assignee_1,Security_1,Project_1,M
Case01-2133,First assigned,2022-08-18 16:16:11.241,User_2,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2133,Change in request type,2022-08-18 16:16:15.231,User_153,Incident,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2133,Moved ticket,2022-08-18 16:14:51.192,User_152,Incident,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-2133,Closed,2022-08-22 16:12:45.464,User_105,Incident,ReqType_22,Low,Assignee_1,Security_8,Project_1,M
Case01-2133,Waiting validation,2022-08-18 16:25:54.035,User_3,Incident,ReqType_22,Low,Assignee_1,Security_8,Project_1,A
Case01-2133,Resolved,2022-08-18 16:25:51.911,User_2,Incident,ReqType_22,Low,Assignee_1,Security_8,Project_1,M
Case01-2133,In Progress,2022-08-18 16:16:17.019,User_2,Incident,ReqType_22,Low,Assignee_1,Security_8,Project_1,M
Case01-2133,Open,2022-08-18 15:55:15.183,User_105,Incident,ReqType_22,Low,Assignee_1,Security_8,Project_1,M
Case01-2135,First assigned,2022-08-23 08:39:57.840,User_2,Query,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2135,Closed,2022-08-23 18:12:36.671,User_3,Query,ReqType_4,Low,Assignee_5,Security_1,Project_1,A
Case01-2135,Waiting validation,2022-08-19 09:11:42.520,User_3,Query,ReqType_4,Low,Assignee_5,Security_1,Project_1,A
Case01-2135,Resolved,2022-08-19 09:11:40.485,User_14,Query,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-2135,In Progress,2022-08-19 09:11:39.078,User_14,Query,ReqType_4,Low,Assignee_5,Security_1,Project_1,M
Case01-2135,Open,2022-08-18 18:22:01.160,User_3,Query,ReqType_4,Low,Assignee_5,Security_1,Project_1,A
Case01-2137,First assigned,2022-08-19 09:16:01.374,User_3,Request,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2137,Closed,2022-08-23 15:42:09.071,User_534,Request,ReqType_18,Low,Assignee_5,Security_7,Project_1,M
Case01-2137,Waiting validation,2022-08-23 09:36:55.164,User_3,Request,ReqType_18,Low,Assignee_5,Security_7,Project_1,A
Case01-2137,Resolved,2022-08-23 09:36:53.146,User_14,Request,ReqType_18,Low,Assignee_5,Security_7,Project_1,M
Case01-2137,In Progress,2022-08-22 13:58:55.749,User_3,Request,ReqType_18,Low,Assignee_5,Security_7,Project_1,A
Case01-2137,Waiting for user,2022-08-19 09:16:07.475,User_14,Request,ReqType_18,Low,Assignee_5,Security_7,Project_1,M
Case01-2137,In Progress,2022-08-19 09:16:03.273,User_14,Request,ReqType_18,Low,Assignee_5,Security_7,Project_1,M
Case01-2137,Open,2022-08-18 19:13:55.817,User_534,Request,ReqType_18,Low,Assignee_5,Security_7,Project_1,M
Case01-2138,Moved ticket,2022-08-18 19:29:55.597,User_155,Request,ReqType_17,Low,Assignee_1,Security_1,Project_1,M
Case01-2138,First assigned,2022-08-19 09:15:27.612,User_154,Request,ReqType_17,Low,Assignee_1,Security_1,Project_1,M
Case01-2138,Change in request type,2022-08-20 19:32:34.609,User_153,Request,ReqType_13,Low,Assignee_1,Security_3,Project_1,M
Case01-2138,Closed,2022-08-20 19:32:36.937,User_2,Request,ReqType_17,Low,Assignee_1,Security_12,Project_1,M
Case01-2138,Waiting validation,2022-08-20 19:32:31.844,User_3,Request,ReqType_17,Low,Assignee_1,Security_12,Project_1,A
Case01-2138,Resolved,2022-08-20 19:32:29.580,User_2,Request,ReqType_17,Low,Assignee_1,Security_12,Project_1,M
Case01-2138,In Progress,2022-08-20 19:32:23.357,User_2,Request,ReqType_17,Low,Assignee_1,Security_12,Project_1,M
Case01-2138,Open,2022-08-18 11:24:45.091,User_2,Request,ReqType_17,Low,Assignee_1,Security_12,Project_1,M
Case01-2139,Moved ticket,2022-08-18 20:00:18.039,User_2,Request,ReqType_17,Low,Assignee_1,Security_1,Project_1,M
Case01-2139,First assigned,2022-08-19 09:13:45.988,User_2,Request,ReqType_17,Low,Assignee_1,Security_1,Project_1,M
Case01-2139,Change in person assigned,2022-10-21 15:43:23.533,User_2,Request,ReqType_17,Low,Assignee_1,Security_1,Project_1,M
Case01-2139,Waiting for approval,2022-08-19 09:12:20.809,User_14,Request,ReqType_4,Low,Assignee_7,Security_8,Project_1,M
Case01-2139,In Progress,2022-08-19 09:12:18.629,User_14,Request,ReqType_4,Low,Assignee_7,Security_8,Project_1,M
Case01-2139,Open,2022-08-18 18:13:56.684,User_533,Request,ReqType_4,Low,Assignee_7,Security_8,Project_1,M
Case01-214,First assigned,2022-04-13 14:27:21.948,User_3,Request,ReqType_17,Medium,Assignee_1,Security_1,Project_1,M
Case01-214,Closed,2022-04-13 15:09:06.507,User_80,Request,ReqType_31,Medium,Assignee_5,Security_3,Project_1,M
Case01-214,Waiting validation,2022-04-13 14:44:26.845,User_3,Request,ReqType_31,Medium,Assignee_5,Security_3,Project_1,A
Case01-214,Resolved,2022-04-13 14:44:25.112,User_14,Request,ReqType_31,Medium,Assignee_5,Security_3,Project_1,M
Case01-214,In Progress,2022-04-13 14:27:23.666,User_14,Request,ReqType_31,Medium,Assignee_5,Security_3,Project_1,M
Case01-214,Open,2022-04-13 13:01:15.236,User_80,Request,ReqType_31,Medium,Assignee_5,Security_3,Project_1,M
Case01-2140,First assigned,2022-08-19 09:17:46.883,User_154,Incident,ReqType_17,Low,Assignee_1,Security_1,Project_1,M
Case01-2140,Closed,2022-08-23 15:39:27.885,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2140,Waiting validation,2022-08-23 14:45:32.741,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2140,Resolved,2022-08-23 14:45:30.654,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2140,In Progress,2022-08-23 14:45:29.065,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2140,Waiting for user,2022-08-19 09:18:34.892,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2140,In Progress,2022-08-19 09:18:33.062,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2140,Open,2022-08-19 08:49:46.349,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2141,First assigned,2022-08-19 12:12:28.586,User_2,Request,ReqType_18,Low,Assignee_1,Security_1,Project_1,M
Case01-2141,Moved ticket,2022-08-19 09:53:59.830,User_2,Request,ReqType_18,Low,Assignee_1,Security_1,Project_1,M
Case01-2141,Change in incidence type,2022-08-19 09:53:31.928,User_156,Request,ReqType_18,Low,Assignee_1,Security_1,Project_1,M
Case01-2141,Closed,2022-08-19 15:05:18.682,User_273,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2141,Waiting validation,2022-08-19 14:41:41.835,User_3,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case01-2141,Resolved,2022-08-19 14:41:39.611,User_14,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2141,In Progress,2022-08-19 14:41:38.082,User_14,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2141,Open,2022-08-19 09:51:50.827,User_273,Request,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2142,First assigned,2022-08-19 11:57:32.672,User_17,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-2142,Change in incidence type,2022-08-19 11:16:36.478,User_156,Incident,ReqType_18,Low,Assignee_1,Security_1,Project_1,M
Case01-2142,Moved ticket,2022-08-19 10:08:48.591,User_3,Incident,ReqType_18,Low,Assignee_1,Security_1,Project_1,M
Case01-2142,Closed,2022-08-19 14:16:07.280,User_536,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2142,Waiting validation,2022-08-19 14:14:28.541,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2142,Resolved,2022-08-19 14:14:26.740,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2142,In Progress,2022-08-19 14:14:25.085,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2142,Waiting for user,2022-08-19 11:58:48.710,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2142,In Progress,2022-08-19 11:57:34.935,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2142,Open,2022-08-19 09:39:46.816,User_536,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2143,First assigned,2022-08-19 14:39:10.714,User_14,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-2143,Closed,2022-08-25 18:24:44.450,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2143,Waiting validation,2022-08-23 09:23:35.969,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2143,Resolved,2022-08-23 09:23:34.006,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2143,In Progress,2022-08-23 09:23:32.058,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2143,Pending supplier,2022-08-19 14:39:22.219,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2143,In Progress,2022-08-19 14:39:20.797,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
